portfolio_category,index,display_title,display_description,source_title,source_description,portfolio_caption,summary_description,thumbnail_url,platform,watch_url,portfolio_page_url,source_author,video_id,embed_url,source_metadata_status
GAME MONTAGE/VIDOCS,24,"""REVOLUTION: Electronic Art's E3"" - Video Wall Installation","This is &quot;&quot;REVOLUTION: Electronic Art&#x27;s E3&quot; - Video Wall Installation&quot; by zbutcher on Vimeo, the home for high quality videos and the people who love them.","""REVOLUTION: Electronic Art's E3"" - Video Wall Installation","This is &quot;&quot;REVOLUTION: Electronic Art&#x27;s E3&quot; - Video Wall Installation&quot; by zbutcher on Vimeo, the home for high quality videos and the people who love them.",,"Game-focused documentary/montage piece, likely combining gameplay, developer/story context, and promotional pacing. Title was recovered from video-provider metadata rather than portfolio caption.",https://i.vimeocdn.com/video/136830084-dace15dffaf1fc7e13f49c74989820f0f5f57085574ec6d466a776d3ab7b65f4-d_295x166?region=us,Vimeo,https://vimeo.com/20118419,https://zbutcher.myportfolio.com/game-montages,zbutcher,20118419,https://player.vimeo.com/video/20118419?title=0&byline=0&portrait=0&color=ffffff,HTTP 200
THEATRICAL TRAILERS,1,"""La Vie En Rose"" - Theatrical Trailer","This is &quot;&quot;La Vie En Rose&quot; - Theatrical Trailer&quot; by zbutcher on Vimeo, the home for high quality videos and the people who love them.","""La Vie En Rose"" - Theatrical Trailer","This is &quot;&quot;La Vie En Rose&quot; - Theatrical Trailer&quot; by zbutcher on Vimeo, the home for high quality videos and the people who love them.",,"Promotional trailer/teaser built to quickly introduce the title, event, character, feature, or mood. Title was recovered from video-provider metadata rather than portfolio caption.",https://i.vimeocdn.com/video/128071520-3e4fe2a24a4499dd3707e273cbc5d9f122a97a940f3c6ff0a44812e3b0f2a94e-d_295x166?region=us,Vimeo,https://vimeo.com/20098173,https://zbutcher.myportfolio.com/theatrical,zbutcher,20098173,https://player.vimeo.com/video/20098173?title=0&byline=0&portrait=0&color=ffffff,HTTP 200
THEATRICAL TRAILERS,2,"""Paradise Now"" - International Trailer (Golden Trailer Award)","This is &quot;&quot;Paradise Now&quot; - International Trailer (Golden Trailer Award)&quot; by zbutcher on Vimeo, the home for high quality videos and the people who love them.","""Paradise Now"" - International Trailer (Golden Trailer Award)","This is &quot;&quot;Paradise Now&quot; - International Trailer (Golden Trailer Award)&quot; by zbutcher on Vimeo, the home for high quality videos and the people who love them.",,"Promotional trailer/teaser built to quickly introduce the title, event, character, feature, or mood. Title was recovered from video-provider metadata rather than portfolio caption.",https://i.vimeocdn.com/video/128065556-b70f5b7fe7a96e6e2fe7aa65311b1b28608020ac389ea1e1bd14df343894955e-d_295x166?region=us,Vimeo,https://vimeo.com/20097507,https://zbutcher.myportfolio.com/theatrical,zbutcher,20097507,https://player.vimeo.com/video/20097507?title=0&byline=0&portrait=0&color=ffffff,HTTP 200
THEATRICAL TRAILERS,3,"""Fur"" - Theatrical Trailer (Golden Trailer Award)","This is &quot;&quot;Fur&quot; - Theatrical Trailer (Golden Trailer Award)&quot; by zbutcher on Vimeo, the home for high quality videos and the people who love them.","""Fur"" - Theatrical Trailer (Golden Trailer Award)","This is &quot;&quot;Fur&quot; - Theatrical Trailer (Golden Trailer Award)&quot; by zbutcher on Vimeo, the home for high quality videos and the people who love them.",,"Promotional trailer/teaser built to quickly introduce the title, event, character, feature, or mood. Title was recovered from video-provider metadata rather than portfolio caption.",https://i.vimeocdn.com/video/128050474-a6e0acf2b3e48f15246b54d0e7b5c95670846e445d78b7138117b38738c577e8-d_295x166?region=us,Vimeo,https://vimeo.com/20095488,https://zbutcher.myportfolio.com/theatrical,zbutcher,20095488,https://player.vimeo.com/video/20095488?title=0&byline=0&portrait=0&color=ffffff,HTTP 200
THEATRICAL TRAILERS,4,Danika - Trailer,"Danika Merrick — a young mother of three — has a caring husband, a beautiful house, and a safe, simple life. She does her best to shield her family from a world filled with fears. But despite all of her good intentions, Danika's worries over everyday dangers begin to manifest themselves into strange delusions of horrific proportions. With the belief that she is going insane, Danika seeks psychiatric help. ...But what happens when her gruesome hallucinations start becoming a reality? Danika is a psychological suspense thriller, filled with mind bending twists and turns, which proves the more we try to control our fears, the more our fears control us. MPAA Rating: R for violence, language, some sexual content and a scene of drug use. Cast: Marisa Tomei, Hannah Marks and Guy Camilleri",Danika - Trailer,"Danika Merrick — a young mother of three — has a caring husband, a beautiful house, and a safe, simple life. She does her best to shield her family from a world filled with fears. But despite all of her good intentions, Danika's worries over everyday dangers begin to manifest themselves into strange delusions of horrific proportions. With the belief that she is going insane, Danika seeks psychiatric help. ...But what happens when her gruesome hallucinations start becoming a reality? Danika is a psychological suspense thriller, filled with mind bending twists and turns, which proves the more we try to control our fears, the more our fears control us. MPAA Rating: R for violence, language, some sexual content and a scene of drug use. Cast: Marisa Tomei, Hannah Marks and Guy Camilleri","""Danika"" Theatrical Trailer","Promotional trailer/teaser built to quickly introduce the title, event, character, feature, or mood.",https://i.ytimg.com/vi/PJ9vjLKHu7g/hqdefault.jpg,YouTube,https://www.youtube.com/watch?v=PJ9vjLKHu7g,https://zbutcher.myportfolio.com/theatrical,Millennium Entertainment,PJ9vjLKHu7g,https://www.youtube.com/embed/PJ9vjLKHu7g,HTTP 200
THEATRICAL TRAILERS,5,"""Chumscrubber"" Theatrical Trailer","This is &quot;&quot;Chumscrubber&quot; Theatrical Trailer&quot; by zbutcher on Vimeo, the home for high quality videos and the people who love them.","""Chumscrubber"" Theatrical Trailer","This is &quot;&quot;Chumscrubber&quot; Theatrical Trailer&quot; by zbutcher on Vimeo, the home for high quality videos and the people who love them.",,"Promotional trailer/teaser built to quickly introduce the title, event, character, feature, or mood. Title was recovered from video-provider metadata rather than portfolio caption.",https://i.vimeocdn.com/video/128039913-e14d437c4235887ebdeddfe715ed5cb23b6c9d09b89ab8641db51c0463a97486-d_295x166?region=us,Vimeo,https://vimeo.com/20094033,https://zbutcher.myportfolio.com/theatrical,zbutcher,20094033,https://player.vimeo.com/video/20094033?title=0&byline=0&portrait=0&color=ffffff,HTTP 200
THEATRICAL TRAILERS,6,"""Duck Season"" Theatrical Trailer","This is &quot;&quot;Duck Season&quot; Theatrical Trailer&quot; by zbutcher on Vimeo, the home for high quality videos and the people who love them.","""Duck Season"" Theatrical Trailer","This is &quot;&quot;Duck Season&quot; Theatrical Trailer&quot; by zbutcher on Vimeo, the home for high quality videos and the people who love them.",,"Promotional trailer/teaser built to quickly introduce the title, event, character, feature, or mood. Title was recovered from video-provider metadata rather than portfolio caption.",https://i.vimeocdn.com/video/128044662-1a8ea33593c17f0f15b279336a1360f647b60646a9af5a896b82d20b5e330c4d-d_295x166?region=us,Vimeo,https://vimeo.com/20094714,https://zbutcher.myportfolio.com/theatrical,zbutcher,20094714,https://player.vimeo.com/video/20094714?title=0&byline=0&portrait=0&color=ffffff,HTTP 200
THEATRICAL TRAILERS,7,Retribution Trailer youtube,"This is &quot;Retribution Trailer youtube&quot; by zbutcher on Vimeo, the home for high quality videos and the people who love them.",Retribution Trailer youtube,"This is &quot;Retribution Trailer youtube&quot; by zbutcher on Vimeo, the home for high quality videos and the people who love them.",,"Promotional trailer/teaser built to quickly introduce the title, event, character, feature, or mood. Title was recovered from video-provider metadata rather than portfolio caption.",https://i.vimeocdn.com/video/128068706-5c03d47c30b4fe9579d2aafd07d26ac4c6d70ec6a3251ce14654b12b5ec67f5b-d_295x166?region=us,Vimeo,https://vimeo.com/20097977,https://zbutcher.myportfolio.com/theatrical,zbutcher,20097977,https://player.vimeo.com/video/20097977?title=0&byline=0&portrait=0&color=ffffff,HTTP 200
THEATRICAL TRAILERS,8,"""Last Days"" Theatrical Trailer","This is &quot;&quot;Last Days&quot; Theatrical Trailer&quot; by zbutcher on Vimeo, the home for high quality videos and the people who love them.","""Last Days"" Theatrical Trailer","This is &quot;&quot;Last Days&quot; Theatrical Trailer&quot; by zbutcher on Vimeo, the home for high quality videos and the people who love them.",,"Promotional trailer/teaser built to quickly introduce the title, event, character, feature, or mood. Title was recovered from video-provider metadata rather than portfolio caption.",https://i.vimeocdn.com/video/128058009-b968b86497a45ae65d4c3533956d93b84d917f39ff02e923ad4a80d4fd88206d-d_295x166?region=us,Vimeo,https://vimeo.com/20096517,https://zbutcher.myportfolio.com/theatrical,zbutcher,20096517,https://player.vimeo.com/video/20096517?title=0&byline=0&portrait=0&color=ffffff,HTTP 200
THEATRICAL TRAILERS,9,KISS - Detroit Rock City Movie (Opening Credits),"Film/theatrical marketing piece presenting story, tone, characters, and release appeal. Music/performance branding is central.",KISS - Detroit Rock City Movie (Opening Credits),,"""KISS: Detroit Rock City Movie (Opening Credits)","Film/theatrical marketing piece presenting story, tone, characters, and release appeal. Music/performance branding is central.",https://i.ytimg.com/vi/1RyTy4peC4s/hqdefault.jpg,YouTube,https://www.youtube.com/watch?v=1RyTy4peC4s,https://zbutcher.myportfolio.com/theatrical,Tate Smith,1RyTy4peC4s,https://www.youtube.com/embed/1RyTy4peC4s,HTTP 200
THEATRICAL TRAILERS,10,"""Desert Saints"" Theatrical Trailer","This is &quot;&quot;Desert Saints&quot; Theatrical Trailer&quot; by zbutcher on Vimeo, the home for high quality videos and the people who love them.","""Desert Saints"" Theatrical Trailer","This is &quot;&quot;Desert Saints&quot; Theatrical Trailer&quot; by zbutcher on Vimeo, the home for high quality videos and the people who love them.",,"Promotional trailer/teaser built to quickly introduce the title, event, character, feature, or mood. Title was recovered from video-provider metadata rather than portfolio caption.",https://i.vimeocdn.com/video/128044082-6c95692360e15a9bd0fc3ee8c27b22188c8e153d863f1bcf17c52a6ece7ae85a-d_295x166?region=us,Vimeo,https://vimeo.com/20094655,https://zbutcher.myportfolio.com/theatrical,zbutcher,20094655,https://player.vimeo.com/video/20094655?title=0&byline=0&portrait=0&color=ffffff,HTTP 200
THEATRICAL TRAILERS,11,Imagining Argentina,"Theatrical trailer for &quot;Imagining Argentina&quot;, starring Emma Thompson and Antonio Banderas. Produced by KO Creative | Edited by @zbutcher",Imagining Argentina,"Theatrical trailer for &quot;Imagining Argentina&quot;, starring Emma Thompson and Antonio Banderas. Produced by KO Creative | Edited by @zbutcher",,"Film/theatrical marketing piece presenting story, tone, characters, and release appeal. Title was recovered from video-provider metadata rather than portfolio caption.",https://i.vimeocdn.com/video/128055707-16d86f903204059b4d3f30faec00c2e45012d25c2dd1ff43b74979e61c45b683-d_295x166?region=us,Vimeo,https://vimeo.com/20096162,https://zbutcher.myportfolio.com/theatrical,zbutcher,20096162,https://player.vimeo.com/video/20096162?title=0&byline=0&portrait=0&color=ffffff,HTTP 200
THEATRICAL TRAILERS,12,"""GI Jane"" Theatrical Trailer","This is &quot;&quot;GI Jane&quot; Theatrical Trailer&quot; by zbutcher on Vimeo, the home for high quality videos and the people who love them.","""GI Jane"" Theatrical Trailer","This is &quot;&quot;GI Jane&quot; Theatrical Trailer&quot; by zbutcher on Vimeo, the home for high quality videos and the people who love them.",,"Promotional trailer/teaser built to quickly introduce the title, event, character, feature, or mood. Title was recovered from video-provider metadata rather than portfolio caption.",https://i.vimeocdn.com/video/128052820-16030f7ae7a31aa9f6a8fc1f61e80df6f7f3fa3695afa9540a865103f3b507b6-d_295x166?region=us,Vimeo,https://vimeo.com/20095825,https://zbutcher.myportfolio.com/theatrical,zbutcher,20095825,https://player.vimeo.com/video/20095825?title=0&byline=0&portrait=0&color=ffffff,HTTP 200
THEATRICAL TRAILERS,13,"""GI Jane"" TV Spot","This is &quot;&quot;GI Jane&quot; TV Spot&quot; by zbutcher on Vimeo, the home for high quality videos and the people who love them.","""GI Jane"" TV Spot","This is &quot;&quot;GI Jane&quot; TV Spot&quot; by zbutcher on Vimeo, the home for high quality videos and the people who love them.",,"Film/theatrical marketing piece presenting story, tone, characters, and release appeal. Title was recovered from video-provider metadata rather than portfolio caption.",https://i.vimeocdn.com/video/128053640-21b363b232aefaf83085589e9f2eecdf096394c81fe29da86f2c94fc961e36b8-d_295x166?region=us,Vimeo,https://vimeo.com/20095839,https://zbutcher.myportfolio.com/theatrical,zbutcher,20095839,https://player.vimeo.com/video/20095839?title=0&byline=0&portrait=0&color=ffffff,HTTP 200
EMMY/GTA AWARDS,1,"Electronic Arts' ""Medal of Honor"" Game Trailer (Golden Trailer Award)","This is &quot;Electronic Arts&#x27; &quot;Medal of Honor&quot; Game Trailer (Golden Trailer Award)&quot; by zbutcher on Vimeo, the home for high quality videos and the people who love them.","Electronic Arts' ""Medal of Honor"" Game Trailer (Golden Trailer Award)","This is &quot;Electronic Arts&#x27; &quot;Medal of Honor&quot; Game Trailer (Golden Trailer Award)&quot; by zbutcher on Vimeo, the home for high quality videos and the people who love them.","Electronic Arts' ""Medal of Honor: Pacific Assault"" Game Trailer | (Golden Trailer Award)","Promotional trailer/teaser built to quickly introduce the title, event, character, feature, or mood.",https://i.vimeocdn.com/video/128049408-b56c1ff924a0e77b0f2ba2298dc2ebb47481ae9dd90bd1ace3b01681dd96ea1c-d_295x166?region=us,Vimeo,https://vimeo.com/20095077,https://zbutcher.myportfolio.com/awards,zbutcher,20095077,https://player.vimeo.com/video/20095077?title=0&byline=0&portrait=0&color=ffffff,HTTP 200
EMMY/GTA AWARDS,2,Medal of Honor: Pacific Assault - Directors Edition Trailer,Gameuncut.com,Medal of Honor: Pacific Assault - Directors Edition Trailer,Gameuncut.com,"Electronic Art's ""Medal of Honor: Pacific Assault"" Director's Edition",Award-recognized trailer/promo/editorial work featured in the portfolio.,https://i.ytimg.com/vi/fh4ix3OeiFc/hqdefault.jpg,YouTube,https://www.youtube.com/watch?v=fh4ix3OeiFc,https://zbutcher.myportfolio.com/awards,gameuncut,fh4ix3OeiFc,https://www.youtube.com/embed/fh4ix3OeiFc?si=CDsSxwN_IaF4fzYe,HTTP 200
EMMY/GTA AWARDS,3,"""MTV's The Osbournes"" - PILOT Episode (Emmy Award)","This is &quot;&quot;MTV&#x27;s The Osbournes&quot; - PILOT Episode (Emmy Award)&quot; by zbutcher on Vimeo, the home for high quality videos and the people who love them.","""MTV's The Osbournes"" - PILOT Episode (Emmy Award)","This is &quot;&quot;MTV&#x27;s The Osbournes&quot; - PILOT Episode (Emmy Award)&quot; by zbutcher on Vimeo, the home for high quality videos and the people who love them.","""MTV's The Osbournes"" - PILOT Episode (Emmy Award)",Award-recognized trailer/promo/editorial work featured in the portfolio.,https://i.vimeocdn.com/video/128065263-42c822acb801b91a079624ac12dc771f65446e6839200923fec1099aa0ec3696-d_295x166?region=us,Vimeo,https://vimeo.com/20097383,https://zbutcher.myportfolio.com/awards,zbutcher,20097383,https://player.vimeo.com/video/20097383?title=0&byline=0&portrait=0&color=ffffff,HTTP 200
EMMY/GTA AWARDS,4,"""Paradise Now"" - International Trailer (Golden Trailer Award)","This is &quot;&quot;Paradise Now&quot; - International Trailer (Golden Trailer Award)&quot; by zbutcher on Vimeo, the home for high quality videos and the people who love them.","""Paradise Now"" - International Trailer (Golden Trailer Award)","This is &quot;&quot;Paradise Now&quot; - International Trailer (Golden Trailer Award)&quot; by zbutcher on Vimeo, the home for high quality videos and the people who love them.","""Paradise Now"" International Trailer (Golden Trailer Award)","Promotional trailer/teaser built to quickly introduce the title, event, character, feature, or mood.",https://i.vimeocdn.com/video/128065556-b70f5b7fe7a96e6e2fe7aa65311b1b28608020ac389ea1e1bd14df343894955e-d_295x166?region=us,Vimeo,https://vimeo.com/20097507,https://zbutcher.myportfolio.com/awards,zbutcher,20097507,https://player.vimeo.com/video/20097507?title=0&byline=0&portrait=0&color=ffffff,HTTP 200
EMMY/GTA AWARDS,5,"""Fur"" - Theatrical Trailer (Golden Trailer Award)","This is """"Fur"" - Theatrical Trailer (Golden Trailer Award)"" by zbutcher on Vimeo, the home for high quality videos and the people who love them.","""Fur"" - Theatrical Trailer (Golden Trailer Award)","This is """"Fur"" - Theatrical Trailer (Golden Trailer Award)"" by zbutcher on Vimeo, the home for high quality videos and the people who love them.","""Fur"" Theatrical Trailer (Golden Trailer Award)","Promotional trailer/teaser built to quickly introduce the title, event, character, feature, or mood.",https://i.vimeocdn.com/video/128050474-a6e0acf2b3e48f15246b54d0e7b5c95670846e445d78b7138117b38738c577e8-d_295x166?region=us,Vimeo,https://vimeo.com/20095488,https://zbutcher.myportfolio.com/awards,zbutcher,20095488,https://player.vimeo.com/video/20095488?title=0&byline=0&portrait=0&color=ffffff,HTTP 200
TELEVISION,1,"SHOWTIME: Weeds ""Terrible Things"" - Season 6 Promo","This is &quot;SHOWTIME: Weeds &quot;Terrible Things&quot; - Season 6 Promo&quot; by zbutcher on Vimeo, the home for high quality videos and the people who love them.","SHOWTIME: Weeds ""Terrible Things"" - Season 6 Promo","This is &quot;SHOWTIME: Weeds &quot;Terrible Things&quot; - Season 6 Promo&quot; by zbutcher on Vimeo, the home for high quality videos and the people who love them.",,"Television promo, episode/special excerpt, rockumentary, or broadcast-style editorial work. Title was recovered from video-provider metadata rather than portfolio caption.",https://i.vimeocdn.com/video/128167865-e8740bf151add916619b355ec8c197a2ef52ed1ffdebb520bbb1abc1315f4113-d_295x166?region=us,Vimeo,https://vimeo.com/20113005,https://zbutcher.myportfolio.com/television,zbutcher,20113005,https://player.vimeo.com/video/20113005?title=0&byline=0&portrait=0&color=ffffff,HTTP 200
TELEVISION,2,BRAVO: Real Housewives of New Jersey Promo - Season 5,"This is &quot;BRAVO: Real Housewives of New Jersey Promo - Season 5&quot; by zbutcher on Vimeo, the home for high quality videos and the people who love them.",BRAVO: Real Housewives of New Jersey Promo - Season 5,"This is &quot;BRAVO: Real Housewives of New Jersey Promo - Season 5&quot; by zbutcher on Vimeo, the home for high quality videos and the people who love them.",BRAVO: Real Housewives of New Jersey - Season 5 Promo,"Television promo, episode/special excerpt, rockumentary, or broadcast-style editorial work.",https://i.vimeocdn.com/video/643434126-fe0b3db3e38586af670734dd4d4f3e4ef329359d91e9bb977bb6421ce071e931-d_640?region=us,Vimeo,https://vimeo.com/224387219,https://zbutcher.myportfolio.com/television,zbutcher,224387219,https://player.vimeo.com/video/224387219,HTTP 200
TELEVISION,3,"""MTV's The Osbournes"" - PILOT Episode (Emmy Award)","This is &quot;&quot;MTV&#x27;s The Osbournes&quot; - PILOT Episode (Emmy Award)&quot; by zbutcher on Vimeo, the home for high quality videos and the people who love them.","""MTV's The Osbournes"" - PILOT Episode (Emmy Award)","This is &quot;&quot;MTV&#x27;s The Osbournes&quot; - PILOT Episode (Emmy Award)&quot; by zbutcher on Vimeo, the home for high quality videos and the people who love them.",,"Television promo, episode/special excerpt, rockumentary, or broadcast-style editorial work. Title was recovered from video-provider metadata rather than portfolio caption.",https://i.vimeocdn.com/video/128065263-42c822acb801b91a079624ac12dc771f65446e6839200923fec1099aa0ec3696-d_295x166?region=us,Vimeo,https://vimeo.com/20097383,https://zbutcher.myportfolio.com/television,zbutcher,20097383,https://player.vimeo.com/video/20097383?title=0&byline=0&portrait=0&color=ffffff,HTTP 200
TELEVISION,4,Taylor Swift - Journey to Fearless 2010 (Episode 1) (1080p HD),© 2010 Big Machine Records/Shout! Factory/Hasbro Studios,Taylor Swift - Journey to Fearless 2010 (Episode 1) (1080p HD),© 2010 Big Machine Records/Shout! Factory/Hasbro Studios,"Taylor Swift: ""Journey To Fearless"" Special","Television promo, episode/special excerpt, rockumentary, or broadcast-style editorial work. Music/performance branding is central.",https://i.ytimg.com/vi/Pd79jWRWzIs/hqdefault.jpg,YouTube,https://www.youtube.com/watch?v=Pd79jWRWzIs,https://zbutcher.myportfolio.com/television,PLANET BEXIA NETWORK,Pd79jWRWzIs,https://www.youtube.com/embed/Pd79jWRWzIs?si=6UYERd_FZv6QdTSR,HTTP 200
TELEVISION,5,Speak Now World Tour Live CD+DVD,Shop music here: http://smarturl.it/TASmusic Shop merchandise here: http://taylor.lk/tourmerch Follow Taylor Swift Online Instagram: http://www.instagram.com/taylorswift Facebook: http://www.facebook.com/taylorswift Tumblr: http://taylorswift.tumblr.com Twitter: http://www.twitter.com/taylorswift13 Website: http://www.taylorswift.com Follow Taylor Nation Online Instagram: http://www.instagram.com/taylornation Tumblr: http://taylornation.tumblr.com Twitter: http://www.twitter.com/taylornation13,Speak Now World Tour Live CD+DVD,Shop music here: http://smarturl.it/TASmusic Shop merchandise here: http://taylor.lk/tourmerch Follow Taylor Swift Online Instagram: http://www.instagram.com/taylorswift Facebook: http://www.facebook.com/taylorswift Tumblr: http://taylorswift.tumblr.com Twitter: http://www.twitter.com/taylorswift13 Website: http://www.taylorswift.com Follow Taylor Nation Online Instagram: http://www.instagram.com/taylornation Tumblr: http://taylornation.tumblr.com Twitter: http://www.twitter.com/taylornation13,,"Television promo, episode/special excerpt, rockumentary, or broadcast-style editorial work. Title was recovered from video-provider metadata rather than portfolio caption.",https://i.ytimg.com/vi/KFoOCZeKgzQ/hqdefault.jpg,YouTube,https://www.youtube.com/watch?v=KFoOCZeKgzQ,https://zbutcher.myportfolio.com/television,Taylor Swift,KFoOCZeKgzQ,https://www.youtube.com/embed/KFoOCZeKgzQ,HTTP 200
TELEVISION,6,"""Jay Leno Tonight Show"" - Open","This is &quot;&quot;Jay Leno Tonight Show&quot; - Open&quot; by zbutcher on Vimeo, the home for high quality videos and the people who love them.","""Jay Leno Tonight Show"" - Open","This is &quot;&quot;Jay Leno Tonight Show&quot; - Open&quot; by zbutcher on Vimeo, the home for high quality videos and the people who love them.",,"Television promo, episode/special excerpt, rockumentary, or broadcast-style editorial work. Title was recovered from video-provider metadata rather than portfolio caption.",https://i.vimeocdn.com/video/128056448-f73deac2380b984224f5190180b5d91c2b855828d91f86187d26c0866c256a99-d_295x166?region=us,Vimeo,https://vimeo.com/20096251,https://zbutcher.myportfolio.com/television,zbutcher,20096251,https://player.vimeo.com/video/20096251?title=0&byline=0&portrait=0&color=ffffff,HTTP 200
TELEVISION,7,VH1 Behind The Music- Brandy Promo (2012),Brandy Behind the music document..,VH1 Behind The Music- Brandy Promo (2012),Brandy Behind the music document..,,"Television promo, episode/special excerpt, rockumentary, or broadcast-style editorial work. Title was recovered from video-provider metadata rather than portfolio caption.",https://i.ytimg.com/vi/XrDfGv6Jwew/hqdefault.jpg,YouTube,https://www.youtube.com/watch?v=XrDfGv6Jwew,https://zbutcher.myportfolio.com/television,Jay Marrero,XrDfGv6Jwew,https://www.youtube.com/embed/XrDfGv6Jwew,HTTP 200
TELEVISION,8,KISS The Second Coming FULL 1998 Documentary,"Like,Comment & SUBSCRIBE for more KISS videos!!! KISS ARMY FOREVER!!!!!!",KISS The Second Coming FULL 1998 Documentary,"Like,Comment & SUBSCRIBE for more KISS videos!!! KISS ARMY FOREVER!!!!!!","KISS ROCKUMENTARY: ""KISS: The Second Coming""","Television promo, episode/special excerpt, rockumentary, or broadcast-style editorial work. Music/performance branding is central.",https://i.ytimg.com/vi/1wQUS7mKnD0/hqdefault.jpg,YouTube,https://www.youtube.com/watch?v=1wQUS7mKnD0,https://zbutcher.myportfolio.com/television,ShockMe1994,1wQUS7mKnD0,https://www.youtube.com/embed/1wQUS7mKnD0?si=HNFhBbqbefEICIFG,HTTP 200
TELEVISION,9,MADONNA - RE INVENTION TOUR - REMASTEDED 4K - FULL SHOW,●▬▬▬▬▬▬▬▬▬▬▬ஜ۩۞۩ஜ▬▬▬▬▬▬▬▬▬▬▬● █║▌█║█ Comment ✔ Like ✔ Share ✔ Subscribe █ ▌║▌█║ ●▬▬▬▬▬▬▬▬▬▬▬ஜ۩۞۩ஜ▬▬▬▬▬▬▬▬▬▬▬● Ayúdanos. Help Us! https://mpago.la/2C125QW TRACKLIST 00:00 INTRO - THE BEAST WITHIN 05:12 VOGUE 10:45 NOBODY KNOWS ME 14:48 FROZEN 19:43 AMERICAN LIFE 25:07 EXPRESS YOURSELF 29:43 BURNING UP 33:21 MATERIAL GIRL 37:21 HOLLYWOOD INTERLUDE 41:15 HANKY PANKY 44:54 DEEPER AND DEEPER 49:56 DIE ANOTHER DAY 53:59 LAMENT 56:18 BEDTIME STORY INTERLUDE 01:00:16 NOTHING FAILS 01:04:46 DON´T TELL ME 01:10:03 LIKE A PRAYER 01:15:25 MOTHER AND FATHER 01:20:44 IMAGINE 01:24:39 SUSANMC LEOD / INTO THE GROOVE 01:32:01 PAPA DON´T PREACH 01:36:17 CRAZY FOR YOU 01:40:16 MUSIC 01:45:12 HOLIDAY #Madonna #ReinventionTour #Madonna4K Join Us!!!!! https://www.facebook.com/groups/MADONNANOW,MADONNA - RE INVENTION TOUR - REMASTEDED 4K - FULL SHOW,●▬▬▬▬▬▬▬▬▬▬▬ஜ۩۞۩ஜ▬▬▬▬▬▬▬▬▬▬▬● █║▌█║█ Comment ✔ Like ✔ Share ✔ Subscribe █ ▌║▌█║ ●▬▬▬▬▬▬▬▬▬▬▬ஜ۩۞۩ஜ▬▬▬▬▬▬▬▬▬▬▬● Ayúdanos. Help Us! https://mpago.la/2C125QW TRACKLIST 00:00 INTRO - THE BEAST WITHIN 05:12 VOGUE 10:45 NOBODY KNOWS ME 14:48 FROZEN 19:43 AMERICAN LIFE 25:07 EXPRESS YOURSELF 29:43 BURNING UP 33:21 MATERIAL GIRL 37:21 HOLLYWOOD INTERLUDE 41:15 HANKY PANKY 44:54 DEEPER AND DEEPER 49:56 DIE ANOTHER DAY 53:59 LAMENT 56:18 BEDTIME STORY INTERLUDE 01:00:16 NOTHING FAILS 01:04:46 DON´T TELL ME 01:10:03 LIKE A PRAYER 01:15:25 MOTHER AND FATHER 01:20:44 IMAGINE 01:24:39 SUSANMC LEOD / INTO THE GROOVE 01:32:01 PAPA DON´T PREACH 01:36:17 CRAZY FOR YOU 01:40:16 MUSIC 01:45:12 HOLIDAY #Madonna #ReinventionTour #Madonna4K Join Us!!!!! https://www.facebook.com/groups/MADONNANOW,"MADONNA ""Like A Prayer"" Re-Invention Tour - Multi-Screen Backdrop","Television promo, episode/special excerpt, rockumentary, or broadcast-style editorial work. Music/performance branding is central.",https://i.ytimg.com/vi/AZLgEzuDBsk/hqdefault.jpg,YouTube,https://www.youtube.com/watch?v=AZLgEzuDBsk,https://zbutcher.myportfolio.com/television,Madonna Now,AZLgEzuDBsk,https://www.youtube.com/embed/AZLgEzuDBsk?si=bozkZDcjaPEgrxH8&start=4350,HTTP 200
TELEVISION,10,"""Robert Evan's SIRIUS Radio Show"" Promo","This is &quot;&quot;Robert Evan&#x27;s SIRIUS Radio Show&quot; Promo&quot; by zbutcher on Vimeo, the home for high quality videos and the people who love them.","""Robert Evan's SIRIUS Radio Show"" Promo","This is &quot;&quot;Robert Evan&#x27;s SIRIUS Radio Show&quot; Promo&quot; by zbutcher on Vimeo, the home for high quality videos and the people who love them.",,"Television promo, episode/special excerpt, rockumentary, or broadcast-style editorial work. Title was recovered from video-provider metadata rather than portfolio caption.",https://i.vimeocdn.com/video/128045519-1e9fbcaaaf6357953518074c0f46fd206ff061965b1e1a6e7d065dd1e80f0828-d_295x166?region=us,Vimeo,https://vimeo.com/20094832,https://zbutcher.myportfolio.com/television,zbutcher,20094832,https://player.vimeo.com/video/20094832?title=0&byline=0&portrait=0&color=ffffff,HTTP 200
